Date,Day,Is_Weekend,Is_Holiday,Area_Name,Latitude,Longitude,Time,Traffic_Volume,Avg_Speed_kmph,Traffic_Score,Congestion_Level,Weather,Accident,Road_Work,Event_Name,Event_Impact_Level,Holiday_Traffic_Score,Final_Congestion_Score
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,22:00,140,20,76,High,Clear,No,Yes,Cricket Match,High,76,76
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,21:00,283,20,76,High,Clear,Yes,No,Local Fair,Low,76,76
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,14:00,234,16,75.8,High,Fog,No,Yes,Local Fair,Low,75.8,75.8
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,10:00,110,21,75.8,High,Fog,No,Yes,Pune Festival,High,75.8,75.8
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,05:00,130,16,75.8,High,Fog,Yes,No,College Fest,Medium,75.8,75.8
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,22:00,114,16,75.8,High,Fog,Yes,Yes,Pune Festival,High,75.8,75.8
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,03:00,119,17,75.6,High,Rain,Yes,No,Local Fair,Low,75.6,75.6
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,22:00,90,24,75.2,High,Rain,Yes,Yes,Pune Festival,High,75.2,75.2
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,00:00,104,20,75,High,Cloudy,Yes,No,Pune Festival,High,75,75
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,02:00,216,25,75,High,Cloudy,No,Yes,Cricket Match,High,75,75
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,04:00,304,21,74.8,High,Rain,Yes,Yes,Local Fair,Low,74.8,74.8
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,14:00,217,21,74.8,High,Cloudy,Yes,Yes,Local Fair,Low,74.8,74.8
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,03:00,230,22,74.6,High,Fog,Yes,No,Cricket Match,High,74.6,74.6
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,17:00,93,17,74.6,High,Rain,No,No,Cricket Match,High,74.6,74.6
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,07:00,103,19,74.2,High,Rain,No,No,Cricket Match,High,74.2,74.2
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,19:00,346,25,74,High,Rain,Yes,No,College Fest,Medium,74,74
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,09:00,194,25,74,High,Cloudy,Yes,Yes,College Fest,Medium,74,74
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,07:00,119,23,73.4,High,Fog,No,Yes,Local Fair,Low,73.4,73.4
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,20:00,137,24,73.2,High,Cloudy,No,Yes,Local Fair,Low,73.2,73.2
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,00:00,304,24,73.2,High,Rain,No,No,None,None,73.2,73.2
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,12:00,141,20,73,High,Rain,No,Yes,None,None,73,73
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,22:00,199,25,73,High,Rain,No,Yes,Cricket Match,High,73,73
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,02:00,283,26,72.8,High,Cloudy,Yes,Yes,None,None,72.8,72.8
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,14:00,339,21,72.8,High,Rain,Yes,Yes,Pune Festival,High,72.8,72.8
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,10:00,228,22,72.6,High,Rain,No,Yes,Cricket Match,High,72.6,72.6
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,19:00,107,24,72.2,High,Fog,Yes,Yes,Cricket Match,High,72.2,72.2
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,20:00,121,19,72.2,High,Clear,No,Yes,Local Fair,Low,72.2,72.2
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,23:00,336,19,72.2,High,Rain,Yes,Yes,Pune Festival,High,72.2,72.2
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,05:00,118,24,72.2,High,Clear,Yes,Yes,Cricket Match,High,72.2,72.2
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,06:00,239,21,71.8,High,Clear,Yes,No,None,None,71.8,71.8
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,01:00,320,22,71.6,High,Fog,Yes,Yes,College Fest,Medium,71.6,71.6
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,07:00,210,27,71.6,High,Cloudy,No,Yes,Cricket Match,High,71.6,71.6
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,02:00,131,27,71.6,High,Cloudy,Yes,Yes,Pune Festival,High,71.6,71.6
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,10:00,94,23,71.4,High,Fog,No,No,College Fest,Medium,71.4,71.4
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,05:00,253,28,71.4,High,Fog,No,Yes,Pune Festival,High,71.4,71.4
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,11:00,126,28,71.4,High,Clear,Yes,No,College Fest,Medium,71.4,71.4
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,14:00,214,20,71,High,Rain,No,Yes,Cricket Match,High,71,71
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,21:00,248,22,70.6,High,Fog,No,No,Pune Festival,High,70.6,70.6
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,08:00,344,27,70.6,High,Clear,Yes,No,Local Fair,Low,70.6,70.6
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,08:00,248,27,70.6,High,Cloudy,No,Yes,College Fest,Medium,70.6,70.6
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,09:00,264,22,70.6,High,Fog,Yes,No,Pune Festival,High,70.6,70.6
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,21:00,240,23,70.4,High,Clear,Yes,No,Cricket Match,High,70.4,70.4
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,01:00,281,28,70.4,High,Rain,Yes,No,College Fest,Medium,70.4,70.4
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,08:00,195,23,70.4,High,Rain,Yes,Yes,Cricket Match,High,70.4,70.4
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,18:00,159,29,70.2,High,Fog,Yes,Yes,Local Fair,Low,70.2,70.2
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,00:00,250,24,70.2,High,Rain,No,No,Pune Festival,High,70.2,70.2
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,07:00,132,25,70,High,Fog,Yes,Yes,Local Fair,Low,70,70
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,05:00,300,26,69.8,High,Clear,Yes,No,Cricket Match,High,69.8,69.8
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,10:00,270,26,69.8,High,Fog,Yes,Yes,College Fest,Medium,69.8,69.8
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,09:00,169,21,69.8,High,Clear,No,No,None,None,69.8,69.8
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,22:00,241,27,69.6,High,Clear,No,No,Local Fair,Low,69.6,69.6
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,15:00,265,22,69.6,High,Rain,Yes,No,Cricket Match,High,69.6,69.6
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,15:00,270,28,69.4,High,Clear,Yes,No,College Fest,Medium,69.4,69.4
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,15:00,94,28,69.4,High,Rain,No,Yes,None,None,69.4,69.4
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,03:00,347,29,69.2,High,Cloudy,Yes,Yes,College Fest,Medium,69.2,69.2
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,04:00,119,24,69.2,High,Rain,No,No,Cricket Match,High,69.2,69.2
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,14:00,200,29,69.2,High,Cloudy,Yes,No,None,None,69.2,69.2
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,15:00,147,29,69.2,High,Fog,Yes,Yes,None,None,69.2,69.2
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,20:00,156,29,69.2,High,Rain,Yes,No,None,None,69.2,69.2
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,20:00,139,25,69,High,Clear,No,No,None,None,69,69
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,03:00,336,30,69,High,Cloudy,No,No,College Fest,Medium,69,69
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,11:00,275,25,69,High,Rain,No,No,None,None,69,69
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,04:00,139,26,68.8,High,Rain,No,Yes,Pune Festival,High,68.8,68.8
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,05:00,304,28,68.4,High,Clear,No,Yes,Cricket Match,High,68.4,68.4
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,17:00,309,23,68.4,High,Cloudy,No,No,Local Fair,Low,68.4,68.4
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,22:00,107,23,68.4,High,Fog,No,Yes,Pune Festival,High,68.4,68.4
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,16:00,198,28,68.4,High,Clear,Yes,No,Cricket Match,High,68.4,68.4
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,03:00,121,29,68.2,High,Fog,No,No,Local Fair,Low,68.2,68.2
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,22:00,254,24,68.2,High,Cloudy,No,Yes,College Fest,Medium,68.2,68.2
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,09:00,181,25,68,High,Clear,Yes,Yes,Cricket Match,High,68,68
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,01:00,111,30,68,High,Clear,No,Yes,None,None,68,68
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,18:00,239,25,68,High,Cloudy,Yes,No,None,None,68,68
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,02:00,295,31,67.8,High,Rain,Yes,Yes,Local Fair,Low,67.8,67.8
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,07:00,136,26,67.8,High,Fog,No,Yes,College Fest,Medium,67.8,67.8
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,19:00,193,28,67.4,High,Cloudy,No,Yes,Cricket Match,High,67.4,67.4
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,13:00,229,23,67.4,High,Fog,Yes,Yes,None,None,67.4,67.4
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,02:00,169,30,67,High,Clear,Yes,Yes,Pune Festival,High,67,67
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,20:00,216,25,67,High,Cloudy,Yes,No,Cricket Match,High,67,67
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,22:00,146,30,67,High,Fog,Yes,No,None,None,67,67
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,22:00,142,25,67,High,Clear,No,No,Pune Festival,High,67,67
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,02:00,190,25,67,High,Rain,Yes,Yes,College Fest,Medium,67,67
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,18:00,310,30,67,High,Cloudy,Yes,Yes,Local Fair,Low,67,67
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,22:00,318,26,66.8,High,Fog,Yes,Yes,Pune Festival,High,66.8,66.8
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,16:00,338,26,66.8,High,Cloudy,No,No,None,None,66.8,66.8
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,14:00,137,31,66.8,High,Cloudy,No,No,Pune Festival,High,66.8,66.8
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,19:00,220,31,66.8,High,Clear,No,Yes,Local Fair,Low,66.8,66.8
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,19:00,226,27,66.6,High,Rain,No,No,College Fest,Medium,66.6,66.6
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,03:00,113,27,66.6,High,Cloudy,No,Yes,Local Fair,Low,66.6,66.6
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,21:00,285,32,66.6,High,Cloudy,Yes,No,None,None,66.6,66.6
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,08:00,328,27,66.6,High,Fog,Yes,No,Pune Festival,High,66.6,66.6
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,15:00,142,24,66.2,High,Rain,No,No,Pune Festival,High,66.2,66.2
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,08:00,306,25,66,High,Clear,Yes,No,College Fest,Medium,66,66
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,06:00,138,30,66,High,Clear,No,No,Cricket Match,High,66,66
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,04:00,226,30,66,High,Clear,Yes,No,Local Fair,Low,66,66
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,01:00,209,30,66,High,Rain,No,Yes,Pune Festival,High,66,66
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,21:00,139,26,65.8,High,Fog,Yes,No,Local Fair,Low,65.8,65.8
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,08:00,90,31,65.8,High,Cloudy,No,Yes,Local Fair,Low,65.8,65.8
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,12:00,112,31,65.8,High,Fog,Yes,No,None,None,65.8,65.8
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,17:00,101,27,65.6,High,Fog,Yes,No,Cricket Match,High,65.6,65.6
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,19:00,298,27,65.6,High,Rain,No,No,Local Fair,Low,65.6,65.6
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,19:00,214,32,65.6,High,Clear,Yes,Yes,Local Fair,Low,65.6,65.6
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,07:00,198,33,65.4,High,Cloudy,No,No,Cricket Match,High,65.4,65.4
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,10:00,158,29,65.2,High,Rain,Yes,No,Local Fair,Low,65.2,65.2
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,02:00,245,30,65,High,Clear,No,No,Cricket Match,High,65,65
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,04:00,332,31,64.8,High,Rain,No,Yes,Local Fair,Low,64.8,64.8
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,06:00,271,31,64.8,High,Rain,No,Yes,Local Fair,Low,64.8,64.8
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,17:00,332,31,64.8,High,Rain,No,Yes,Local Fair,Low,64.8,64.8
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,20:00,308,27,64.6,High,Cloudy,Yes,No,None,None,64.6,64.6
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,19:00,216,28,64.4,High,Rain,No,No,Cricket Match,High,64.4,64.4
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,03:00,252,28,64.4,High,Rain,No,No,Pune Festival,High,64.4,64.4
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,06:00,265,34,64.2,High,Fog,Yes,No,College Fest,Medium,64.2,64.2
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,10:00,98,34,64.2,High,Cloudy,Yes,No,Cricket Match,High,64.2,64.2
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,05:00,246,26,63.8,High,Cloudy,Yes,Yes,Cricket Match,High,63.8,63.8
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,11:00,117,26,63.8,High,Fog,Yes,Yes,Pune Festival,High,63.8,63.8
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,06:00,198,31,63.8,High,Cloudy,Yes,No,None,None,63.8,63.8
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,00:00,126,26,63.8,High,Fog,No,Yes,None,None,63.8,63.8
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,14:00,103,26,63.8,High,Rain,No,No,College Fest,Medium,63.8,63.8
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,00:00,130,27,63.6,High,Cloudy,Yes,Yes,None,None,63.6,63.6
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,08:00,149,32,63.6,High,Rain,No,Yes,None,None,63.6,63.6
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,15:00,338,28,63.4,High,Cloudy,Yes,Yes,Cricket Match,High,63.4,63.4
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,05:00,108,29,63.2,High,Clear,Yes,No,None,None,63.2,63.2
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,10:00,321,34,63.2,High,Fog,No,No,None,None,63.2,63.2
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,08:00,162,29,63.2,High,Fog,No,No,Cricket Match,High,63.2,63.2
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,07:00,82,35,63,High,Fog,No,Yes,Cricket Match,High,63,63
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,11:00,160,35,63,High,Rain,No,Yes,Local Fair,Low,63,63
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,23:00,147,27,62.6,High,Cloudy,No,Yes,College Fest,Medium,62.6,62.6
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,13:00,155,27,62.6,High,Fog,No,No,Cricket Match,High,62.6,62.6
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,04:00,137,27,62.6,High,Fog,Yes,No,Pune Festival,High,62.6,62.6
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,13:00,87,28,62.4,High,Rain,Yes,No,College Fest,Medium,62.4,62.4
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,09:00,109,33,62.4,High,Fog,No,No,Local Fair,Low,62.4,62.4
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,23:00,183,28,62.4,High,Fog,Yes,No,Local Fair,Low,62.4,62.4
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,04:00,148,33,62.4,High,Fog,Yes,No,College Fest,Medium,62.4,62.4
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,09:00,171,34,62.2,High,Rain,No,No,Pune Festival,High,62.2,62.2
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,03:00,83,34,62.2,High,Rain,Yes,No,Pune Festival,High,62.2,62.2
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,03:00,132,29,62.2,High,Fog,No,Yes,Local Fair,Low,62.2,62.2
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,03:00,123,30,62,High,Rain,Yes,No,None,None,62,62
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,03:00,258,35,62,High,Fog,No,No,Pune Festival,High,62,62
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,18:00,99,35,62,High,Fog,Yes,Yes,Cricket Match,High,62,62
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,03:00,299,30,62,High,Cloudy,Yes,No,College Fest,Medium,62,62
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,04:00,244,31,61.8,High,Cloudy,Yes,No,College Fest,Medium,61.8,61.8
04-01-2025,Saturday,Yes,No,Viman Nagar,18.5679,73.9143,11:00,92,31,61.8,High,Clear,No,Yes,Pune Festival,High,61.8,61.8
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,16:00,309,33,61.4,High,Rain,Yes,No,College Fest,Medium,61.4,61.4
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,05:00,324,34,61.2,High,Fog,Yes,No,None,None,61.2,61.2
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,15:00,188,29,61.2,High,Fog,No,Yes,College Fest,Medium,61.2,61.2
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,09:00,187,35,61,High,Fog,No,Yes,Local Fair,Low,61,61
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,15:00,288,35,61,High,Clear,No,No,College Fest,Medium,61,61
04-01-2025,Saturday,Yes,No,Kharadi,18.5511,73.9352,21:00,315,35,61,High,Rain,No,No,Cricket Match,High,61,61
04-01-2025,Saturday,Yes,No,Pimpri,18.628,73.7997,18:00,160,30,61,High,Rain,No,No,None,None,61,61
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,11:00,293,30,61,High,Fog,No,Yes,Local Fair,Low,61,61
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,23:00,122,31,60.8,High,Clear,Yes,Yes,Local Fair,Low,60.8,60.8
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,12:00,267,36,60.8,High,Fog,Yes,No,College Fest,Medium,60.8,60.8
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,13:00,211,31,60.8,High,Clear,Yes,No,College Fest,Medium,60.8,60.8
04-01-2025,Saturday,Yes,No,Hinjewadi,18.5933,73.7388,13:00,320,33,60.4,High,Cloudy,Yes,No,None,None,60.4,60.4
04-01-2025,Saturday,Yes,No,Kothrud,18.5074,73.8077,07:00,187,33,60.4,High,Clear,Yes,Yes,None,None,60.4,60.4
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,00:00,142,34,60.2,High,Clear,Yes,No,College Fest,Medium,60.2,60.2
04-01-2025,Saturday,Yes,No,Katraj,18.455,73.867,01:00,244,29,60.2,High,Cloudy,Yes,Yes,College Fest,Medium,60.2,60.2
04-01-2025,Saturday,Yes,No,Shivaji Nagar,18.53,73.84,16:00,98,29,60.2,High,Rain,No,No,College Fest,Medium,60.2,60.2
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,09:00,193,29,60.2,High,Clear,No,Yes,Local Fair,Low,60.2,60.2
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,12:00,251,35,60,High,Fog,Yes,No,Pune Festival,High,60,60
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,16:00,151,35,60,High,Rain,No,No,Local Fair,Low,60,60
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,17:00,120,31,59.8,Medium,Clear,Yes,Yes,None,None,59.8,59.8
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,20:00,104,36,59.8,Medium,Clear,No,No,College Fest,Medium,59.8,59.8
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,09:00,106,37,59.6,Medium,Fog,Yes,No,None,None,59.6,59.6
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,16:00,91,33,59.4,Medium,Clear,No,Yes,College Fest,Medium,59.4,59.4
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,03:00,318,33,59.4,Medium,Clear,Yes,Yes,Pune Festival,High,59.4,59.4
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,05:00,194,33,59.4,Medium,Cloudy,Yes,Yes,None,None,59.4,59.4
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,04:00,171,34,59.2,Medium,Fog,No,Yes,Local Fair,Low,59.2,59.2
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,16:00,210,34,59.2,Medium,Rain,No,No,Pune Festival,High,59.2,59.2
04-01-2025,Saturday,Yes,No,Yerwada,18.55,73.89,21:00,278,34,59.2,Medium,Rain,No,Yes,College Fest,Medium,59.2,59.2
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,10:00,334,30,59,Medium,Fog,No,No,Local Fair,Low,59,59
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,23:00,178,36,58.8,Medium,Cloudy,Yes,No,Local Fair,Low,58.8,58.8
04-01-2025,Saturday,Yes,No,Swargate,18.5018,73.8636,16:00,83,36,58.8,Medium,Clear,Yes,No,Cricket Match,High,58.8,58.8
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,12:00,123,31,58.8,Medium,Cloudy,No,No,College Fest,Medium,58.8,58.8
04-01-2025,Saturday,Yes,No,Nigdi,18.65,73.77,00:00,298,32,58.6,Medium,Rain,Yes,Yes,College Fest,Medium,58.6,58.6
04-01-2025,Saturday,Yes,No,Baner,18.559,73.7868,03:00,257,38,58.4,Medium,Cloudy,Yes,No,Local Fair,Low,58.4,58.4
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,00:00,310,33,58.4,Medium,Rain,No,Yes,Cricket Match,High,58.4,58.4
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,10:00,344,33,58.4,Medium,Clear,No,Yes,Local Fair,Low,58.4,58.4
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,23:00,275,33,58.4,Medium,Fog,Yes,Yes,College Fest,Medium,58.4,58.4
04-01-2025,Saturday,Yes,No,Aundh,18.5603,73.8074,17:00,158,39,58.2,Medium,Cloudy,No,No,Local Fair,Low,58.2,58.2
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,09:00,220,39,58.2,Medium,Fog,Yes,Yes,None,None,58.2,58.2
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,18:00,340,34,58.2,Medium,Cloudy,Yes,No,College Fest,Medium,58.2,58.2
04-01-2025,Saturday,Yes,No,Wakad,18.568,73.912,13:00,98,34,58.2,Medium,Clear,Yes,Yes,Local Fair,Low,58.2,58.2
04-01-2025,Saturday,Yes,No,Warje,18.485,73.805,13:00,209,31,57.8,Medium,Clear,No,No,Local Fair,Low,57.8,57.8
04-01-2025,Saturday,Yes,No,Karve Nagar,18.494,73.82,13:00,129,32,57.6,Medium,Fog,Yes,No,Local Fair,Low,57.6,57.6
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,12:00,285,38,57.4,Medium,Clear,Yes,No,College Fest,Medium,57.4,57.4
04-01-2025,Saturday,Yes,No,Hadapsar,18.5089,73.926,01:00,250,33,57.4,Medium,Clear,Yes,Yes,Local Fair,Low,57.4,57.4
04-01-2025,Saturday,Yes,No,Bibwewadi,18.47,73.876,00:00,178,34,57.2,Medium,Rain,Yes,Yes,None,None,57.2,57.2
04-01-2025,Saturday,Yes,No,Chinchwad,18.6298,73.7997,18:00,325,39,57.2,Medium,Fog,No,Yes,Pune Festival,High,57.2,57.2
04-01-2025,Saturday,Yes,No,Bavdhan,18.515,73.78,17:00,317,35,57,Medium,Rain,No,Yes,Cricket Match,High,57,57
04-01-2025,Saturday,Yes,No,Pashan,18.54,73.79,00:00,279,35,57,Medium,Clear,Yes,No,Pune Festival,High,57,57
